id_estudiante,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,tipo_documento,numero_documento,correo_electronico,telefono,direccion,fecha_nacimiento,promedio_academico,historial_notas,materias_perdidas,semestre_cursado,creditos_matriculados,creditos_aprobados,asistencia_clases,rendimiento_periodo,estado_pagos,mora_matricula,becas_apoyos,estrato,ingresos_familiares,num_dependientes,situacion_laboral,horas_trabajo_semanales,lugar_residencia,tipo_vivienda,edad,genero,programa_academico,ciudad_origen,estado_estudiante,atenciones_psicologicas,seguimientos_realizados,casos_riesgo,participacion_institucional,evaluacion_docente
EST-0254,Fernando,Luisa,Romero,Ruiz,CC,3811772938,fernando.romero57@email.com,573051484252,"Carrera 141 # 74-2 Sur, 541605, Arboledas, Norte de Santander",2007-11-05,3.32,3.43;3.60;3.33;3.26;3.04;3.53;3.34;3.28;3.26;3.15,3,10,21,12,100,-0.11,En mora,False,Sí,5,2047000.0,4,Medio tiempo,22,Misma ciudad,Propia,17,Femenino,Ingeniería de Sistemas,Huancayo,Activo,0,1,False,2,4.2
EST-0255,Jorge,Juan,Martínez,,CC,5320769936,jorge.martínez82@email.com,+57 312 224 86 74,"Tr. 140 Sur # 6-62, Etapa 9 apartamento 91, 732612, Saldaña, Tolima",1998-11-21,3.43,3.43,5,1,17,1,58,0.0,Pago parcial,True,No,1,1653000.0,6,Medio tiempo,26,Misma ciudad,Familiar,19,Masculino,Ingeniería de Sistemas,Abancay,Desertor,2,4,False,0,3.6
EST-0256,Sindy,,Hernández,Cardona,CC,1394330293,sindy.hernández59@email.com,317 756 16 59,"Tr. 96 # 84-77 Sur, 703560, Morroa, Sucre",2005-07-30,4.21,4.38;4.28;4.22;4.16;4.03,1,5,21,18,77,-0.13,Al día,False,No,4,2370000.0,5,Medio tiempo,15,Ciudad lejana,Arrendada,25,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,2,4.0
EST-0257,Orlando,,Velasco,Reyes,CC,7503548728,orlando.velasco59@email.com,018001096171,"Cr. 182M Bis R # 2-2 Sur, 252408, Tausa, Cundinamarca",1996-01-04,3.83,3.93;3.86;3.69,4,3,13,2,62,-0.17,En mora,False,No,4,537000.0,5,Medio tiempo,27,Ciudad cercana,Arrendada,22,Masculino,Ingeniería de Sistemas,Puerto Maldonado,Desertor,1,1,False,1,3.5
EST-0258,Elizabeth,,Castro,Fernández,CC,3588771057,elizabeth.castro9@email.com,+573204223128,"Carrera 192D # 2Y-81 Este, Etapa 7 apartamento 70, 862002, Orito, Putumayo",2004-10-08,4.11,4.11,1,1,17,15,66,0.0,Al día,True,No,2,1277000.0,3,Medio tiempo,11,Ciudad cercana,Arrendada,24,Masculino,Ingeniería de Sistemas,Moyobamba,Activo,1,0,False,3,4.8
EST-0259,Carlos,Marco,Martínez,Flórez,CC,1089704813,carlos.martínez85@email.com,+573199505795,"Cr. 138V # 81-42, 501501, Puerto Gaitán, Meta",2004-12-22,3.49,3.49,3,1,16,8,80,0.0,Pago parcial,False,No,3,790000.0,4,Medio tiempo,16,Ciudad cercana,Familiar,18,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.0
EST-0260,Lorena,Angie,Correa,Guzmán,CC,2192209455,lorena.correa89@email.com,604 201 38 32,"Cl. 33 # 35I-8, Local 70, 526644, Tangua, Nariño",2002-04-12,3.62,3.62,3,1,18,9,70,0.0,Al día,True,No,2,1518000.0,3,Medio tiempo,19,Misma ciudad,Familiar,18,Femenino,Ingeniería de Sistemas,Lima,Activo,0,2,False,2,4.7
EST-0261,Adriana,Fernanda,Suárez,Gómez,CC,4288287861,adriana.suárez19@email.com,573130167006,"Cr. 7A # 1-92, Oficina 92, 766683, Toro, Valle del Cauca",2001-02-09,4.05,4.05,1,1,16,13,100,0.0,Al día,False,No,3,2005000.0,4,No trabaja,0,Misma ciudad,Familiar,20,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.3
EST-0262,Libia,,Henao,Caballero,CC,9864558481,libia.henao18@email.com,325 447 70 88,"Cr. 27 # 9-8 Este, 252395, Tibacuy, Cundinamarca",1999-11-12,3.08,3.37;2.81;3.05,7,3,13,0,64,0.24,Pago parcial,True,No,3,1611000.0,6,No trabaja,0,Ciudad lejana,Familiar,22,Femenino,Ingeniería de Sistemas,Cajamarca,Desertor,0,1,True,0,3.8
EST-0263,Héctor,Ana,Lozano,León,CC,9427929164,héctor.lozano5@email.com,+573188464006,"Avenida calle 79 # 39-28 Sur, 053041, Cocorná, Antioquia",2008-06-27,3.89,4.25;4.03;3.94;4.08;3.96;3.93;3.67;3.56;3.58,2,9,22,16,95,0.02,Al día,False,No,2,774000.0,3,Tiempo completo,42,Misma ciudad,Arrendada,20,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.0
EST-0264,Beatriz,,Fonseca,Prieto,CC,1947941109,beatriz.fonseca38@email.com,573081317905,"Calle 38 # 6-48 Este, Apto. 1, 157995, Paya, Boyacá",2001-10-09,4.53,4.63;4.42,0,2,20,20,86,-0.21,En mora,False,No,4,1208000.0,2,Medio tiempo,17,Misma ciudad,Propia,20,Femenino,Ingeniería de Sistemas,Lima,Activo,1,1,False,6,3.8
EST-0265,Enrique,Esther,Ríos,,CC,5845052157,enrique.ríos33@email.com,(+57)3125515925,"Av. Bagadó # 6-40 Sur, 050858, Amagá, Antioquia",2007-03-06,3.58,3.51;3.78;3.52;4.04;3.37;3.29,3,6,22,11,86,-0.08,Al día,False,No,5,1980000.0,3,No trabaja,0,Misma ciudad,Propia,21,Femenino,Ingeniería de Sistemas,Tumbes,Activo,0,0,False,2,4.4
EST-0266,José,,Rincón,,CC,3543809827,josé.rincón82@email.com,+57 318 161 40 20,"Av. Manizales # 87Z-1 Sur, Torre 6 apartamento 944, 686068, Suratá, Santander",2001-06-02,2.72,2.85;2.74;2.56,7,3,10,0,60,-0.18,Al día,True,Sí,2,2625000.0,3,No trabaja,0,Ciudad lejana,Arrendada,29,Masculino,Ingeniería de Sistemas,Cerro de Pasco,Desertor,1,2,True,1,2.8
EST-0267,Carlos,,Morales,,TI,8158096861,carlos.morales44@email.com,573026727311,"Diagonal 139 # 78-62 Sur, Local 3, 443681, La Jagua del Pilar, La Guajira",2006-10-19,3.66,3.66,5,1,15,0,76,0.0,En mora,False,Sí,3,571000.0,3,Medio tiempo,10,Ciudad lejana,Propia,20,Femenino,Ingeniería de Sistemas,Lima,Desertor,0,1,True,1,2.7
EST-0268,Claudia,Adriana,Ardila,Arias,CC,2464016783,claudia.ardila74@email.com,+573180827470,"Carrera 37 # 53-2 Este, 760237, Cartago, Valle del Cauca",2002-01-02,3.89,4.17;4.06;3.93;3.89;3.77;3.90;3.78;3.64,1,8,18,16,86,-0.14,Al día,False,Sí,5,1666000.0,6,No trabaja,0,Misma ciudad,Propia,22,Masculino,Ingeniería de Sistemas,Lima,Activo,0,2,False,1,4.5
EST-0269,Vilma,Javier,Camacho,,CC,5271285135,vilma.camacho39@email.com,3288705278,"Avenida calle 47 # 7-8 Este, Torre 1 apartamento 38, 274432, Carmen del Darién, Chocó",2005-09-17,4.09,4.16;3.98;4.30;4.01;3.98,1,5,21,18,85,-0.03,Al día,False,No,5,2222000.0,4,Tiempo completo,39,Misma ciudad,Arrendada,24,Masculino,Ingeniería de Sistemas,Jaén,Activo,2,3,True,2,4.9
EST-0270,Rafael,Julieth,Ortiz,Rengifo,CC,3898503619,rafael.ortiz79@email.com,604 446 52 94,"Transversal 124 Bis V # 53-1 Sur, 254005, El Colegio, Cundinamarca",2007-03-08,4.08,4.09;4.40;4.06;3.68;4.02;4.20;4.10,2,7,17,11,78,-0.1,Al día,False,Sí,3,1863000.0,2,No trabaja,0,Misma ciudad,Propia,21,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,4.4
EST-0271,Carmen,,Ayala,López,CC,5470679708,carmen.ayala76@email.com,57 605 709 88 95,"Avenida Medina # 61-9 Sur, Apto. 34, 948168, Inírida",1999-03-31,3.02,3.02,6,1,15,0,73,0.0,En mora,False,No,3,2287000.0,6,Tiempo completo,30,Ciudad lejana,Familiar,23,Femenino,Ingeniería de Sistemas,Huánuco,Desertor,1,2,True,1,3.5
EST-0272,Danny,María,Ramírez,Herrera,CC,6553347579,danny.ramírez77@email.com,+573052266328,"Cr. 122U # 3-6 Sur, Apartamento 70, 706796, San Luis de Sincé, Sucre",2002-11-25,3.56,3.55;3.43;3.63;3.62;3.55,2,5,13,6,99,-0.07,Al día,False,No,4,1587000.0,4,Tiempo completo,50,Misma ciudad,Arrendada,16,Masculino,Ingeniería de Sistemas,Lima,Activo,1,3,False,3,4.6
EST-0273,John,José,Castillo,,CC,5369394657,john.castillo66@email.com,57 608 124 96 75,"Cl. 19 Este # 5-2 Este, 253129, Quebradanegra, Cundinamarca",2004-09-30,3.72,4.02;3.91;3.68;3.58;3.55;3.56;3.71,3,7,21,13,97,0.15,Al día,False,Sí,2,823000.0,3,No trabaja,0,Misma ciudad,Familiar,19,Masculino,Ingeniería de Sistemas,Iquitos,Activo,0,0,False,1,4.2
EST-0274,Valentina,,Pabón,Lara,CC,3040036916,valentina.pabón93@email.com,321 973 34 75,"Avenida González # 57-4 Este, 154583, Jericó, Boyacá",1998-12-25,4.18,4.18,0,1,12,10,90,0.0,Al día,False,Sí,4,2432000.0,1,Medio tiempo,20,Misma ciudad,Arrendada,18,Femenino,Ingeniería de Sistemas,Ayacucho,Activo,0,0,False,1,3.8
EST-0275,Alfonso,,Ortiz,Morales,CC,9577931029,alfonso.ortiz26@email.com,573066076413,"Calle 34 # 8-7 Este, 977174, Papunahua, Vaupés",2004-12-12,4.35,4.35,0,1,16,16,88,0.0,Al día,False,Sí,5,2361000.0,2,Tiempo completo,30,Ciudad cercana,Arrendada,26,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,True,4,4.5
EST-0276,Miriam,José,Díaz,,CC,5442166504,miriam.díaz53@email.com,+57 312 110 80 30,"Transversal 35 # 59-51 Sur, Apartamento 86, 154832, Socotá, Boyacá",2003-02-25,3.77,3.77,3,1,15,7,85,0.0,En mora,False,No,2,1414000.0,3,Medio tiempo,24,Ciudad cercana,Arrendada,17,Femenino,Ingeniería de Sistemas,Lima,Activo,1,1,False,3,4.4
EST-0277,Ximena,Sergio,Torres,Ramos,CC,7888733135,ximena.torres87@email.com,(+57) 307 133 35 65,"Carrera 49 # 7-89 Sur, 737301, Flandes, Tolima",2000-07-17,3.48,3.48,5,1,14,0,68,0.0,Al día,True,No,3,969000.0,2,Tiempo completo,43,Ciudad cercana,Arrendada,19,Femenino,Ingeniería de Sistemas,Moquegua,Desertor,0,3,False,3,3.5
EST-0278,María,Alfonso,Martínez,Moreno,CC,4705554697,maría.martínez11@email.com,6031463624,"Calle 68 # 7-80 Este, Casa 3, 155002, Tipacoque, Boyacá",2004-04-19,3.05,2.98;3.03;2.91;3.29,6,4,18,2,68,0.38,En mora,False,No,1,1542000.0,2,Tiempo completo,40,Ciudad cercana,Arrendada,19,Masculino,Ingeniería de Sistemas,Ica,Desertor,1,2,True,0,3.8
EST-0279,Josefina,,Flórez,Caballero,CC,3736247198,josefina.flórez66@email.com,573054741811,"Calle 95 # 2-16 Este, Oficina 3, 203275, La Jagua de Ibirico, Cesar",2002-03-31,3.89,3.90;4.05;3.80;3.92;3.76,3,5,18,10,100,-0.16,En mora,False,Sí,4,4191000.0,6,Medio tiempo,18,Misma ciudad,Propia,22,Masculino,Ingeniería de Sistemas,Huaraz,Activo,0,0,False,0,4.4
EST-0280,Domingo,,Suárez,,CC,4122797089,domingo.suárez18@email.com,3172335504,"Carrera 182 # 98-1 Este, 279297, Sipí, Chocó",2005-05-09,3.76,3.59;4.07;3.79;3.57,3,4,19,10,70,-0.22,Al día,False,No,3,3248000.0,4,Medio tiempo,10,Misma ciudad,Propia,18,Masculino,Ingeniería de Sistemas,Lima,Activo,1,1,True,1,4.5
EST-0281,Miguel,Felipe,Bolívar,Vega,CC,1905449188,miguel.bolívar93@email.com,(+57)3111572509,"Calle 50U # 6-8 Este, 730734, Prado, Tolima",2005-02-02,3.7,3.57;3.97;3.72;3.82;4.02;3.56;3.50;3.53;3.61,2,9,19,14,96,0.08,Al día,False,No,2,1456000.0,2,Medio tiempo,20,Misma ciudad,Propia,16,Femenino,Ingeniería de Sistemas,Arequipa,Activo,0,1,False,1,4.0
EST-0282,Adriana,Alejandra,Martínez,Arias,CC,7810640405,adriana.martínez82@email.com,+573097982507,"Calle 82 # 6-8 Este, 053551, Jericó, Antioquia",1996-02-15,2.75,2.70;3.06;2.85;2.62;2.66;2.64;2.70,7,7,15,0,64,0.06,En mora,True,Sí,2,1748000.0,3,Tiempo completo,31,Misma ciudad,Propia,25,Femenino,Ingeniería de Sistemas,Nazca,Desertor,2,2,True,2,3.6
EST-0283,Mónica,Luz,Niño,González,CC,1058697428,mónica.niño65@email.com,3007464391,"Avenida carrera 6ª # 8-6, Apartamento 96, 192084, Villa Rica, Cauca",2007-07-05,3.53,3.68;3.74;3.60;3.50;3.42;3.26,3,6,22,14,84,-0.16,Al día,False,Sí,6,5235000.0,3,Tiempo completo,47,Ciudad cercana,Arrendada,24,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,3.5
EST-0284,Flor,,Pinto,,CC,3770943487,flor.pinto14@email.com,(+57) 601 140 01 99,"Carrera 176O # 98-75 Este, Casa 35, 170241, Chinchiná, Caldas",2007-08-25,3.82,3.88;3.75,2,2,18,14,99,-0.13,Al día,False,No,3,2639000.0,3,Medio tiempo,25,Misma ciudad,Familiar,26,Femenino,Ingeniería de Sistemas,Lima,Activo,1,2,False,1,4.4
EST-0285,Manuel,Sandra,Castro,,CC,1827732546,manuel.castro56@email.com,+573088761062,"Av. San Miguel # 8-56 Este, Apto. 63, 196617, Guachené, Cauca",1999-03-28,3.62,3.58;3.66,2,2,15,8,81,0.08,Al día,False,Sí,3,1186000.0,2,Medio tiempo,24,Misma ciudad,Propia,18,Masculino,Ingeniería de Sistemas,Lima,Activo,1,1,True,1,4.7
EST-0286,Yesid,,García,,CC,4816212801,yesid.garcía73@email.com,(+57)3039667141,"Av. calle 114 # 99-1 Este, 631540, Circasia, Quindío",1996-04-18,3.67,3.75;3.93;3.73;4.02;3.62;3.50;3.50;3.49;3.46,4,9,19,6,87,-0.03,Al día,False,No,5,2259000.0,3,No trabaja,0,Ciudad cercana,Propia,17,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,5,4.3
EST-0287,Viviana,Valeria,Molina,Hernández,CC,3974194690,viviana.molina26@email.com,327 943 07 27,"Cl. 145C Este # 5-39, 197553, Bolívar, Cauca",2004-09-28,4.07,4.42;4.05;4.13;3.82;3.84;4.14,1,6,17,16,87,0.3,Al día,True,Sí,3,2744000.0,4,No trabaja,0,Misma ciudad,Familiar,20,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,5,4.1
EST-0288,Ángela,María,Sánchez,,CC,5194945583,ángela.sánchez34@email.com,3204974910,"Cl. 134J Bis K # 56-35 Sur, 254104, Guayabetal, Cundinamarca",2007-10-28,3.97,3.97,1,1,15,14,95,0.0,Al día,False,No,4,796000.0,2,No trabaja,0,Misma ciudad,Familiar,18,Masculino,Ingeniería de Sistemas,Lima,Activo,1,0,False,2,4.7
EST-0289,Omar,Fernando,Vega,Ramírez,CC,6009272479,omar.vega57@email.com,+57 313 793 05 07,"Transversal 170 # 7-5 Este, Apto. 627, 052948, Marinilla, Antioquia",2004-05-11,3.76,3.94;3.63;3.97;3.48;3.80,2,5,23,15,91,0.32,Al día,False,No,2,1529000.0,2,Medio tiempo,24,Ciudad cercana,Familiar,21,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,4.3
EST-0290,Virginia,,Arias,,CC,7169000650,virginia.arias29@email.com,+57 328 349 73 85,"Calle 87Y # 2-2, 911808, Puerto Alegría, Amazonas",2004-05-11,3.78,3.96;3.95;3.73;3.70;3.76;3.61,2,6,17,9,97,-0.15,Al día,False,Sí,5,2328000.0,2,Tiempo completo,37,Misma ciudad,Propia,20,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.4
EST-0291,Liliana,Clemencia,Cano,Díaz,CC,2598995883,liliana.cano24@email.com,(+57)3010526538,"Calle 33 # 5-5 Sur, 706635, Galeras, Sucre",2003-09-06,4.06,4.28;4.30;4.03;4.06;3.91;3.80,1,6,19,14,92,-0.11,Al día,False,Sí,1,1436000.0,2,Medio tiempo,20,Misma ciudad,Propia,16,Masculino,Ingeniería de Sistemas,Barranca,Activo,0,0,False,2,4.1
EST-0292,Omar,Juan,Calderón,Ocampo,CC,8898356559,omar.calderón17@email.com,311 905 29 60,"Calle 13 # 15-9 Este, 709744, Sampués, Sucre",2005-09-08,3.66,3.66,4,1,14,4,69,0.0,En mora,True,Sí,2,594000.0,4,Tiempo completo,40,Ciudad lejana,Arrendada,18,Femenino,Ingeniería de Sistemas,Cajamarca,Desertor,2,4,False,2,3.7
EST-0293,Paula,Alejandro,Rico,,CC,5806734406,paula.rico62@email.com,(+57) 322 402 98 52,"Av. calle 74 # 5-1 Sur, Apto. 73, 473126, Santa Ana, Magdalena",2001-11-24,3.64,3.81;3.66;3.62;3.48;3.79;3.71;3.58;3.74;3.37,4,9,20,10,88,-0.37,Al día,False,Sí,4,5140000.0,4,Medio tiempo,29,Misma ciudad,Propia,24,Femenino,Ingeniería de Sistemas,Juliaca,Activo,0,1,False,1,4.0
EST-0294,Ángel,,Velásquez,Rodríguez,CC,1935509635,ángel.velásquez8@email.com,315 799 14 01,"Cr. 20 # 2-6 Este, 154957, Zetaquira, Boyacá",2002-02-26,4.19,4.24;4.04;4.28,1,3,18,17,89,0.24,Al día,False,Sí,3,2237000.0,4,Medio tiempo,21,Misma ciudad,Arrendada,18,Masculino,Ingeniería de Sistemas,Lima,Activo,1,1,False,4,4.0
EST-0295,Juan,Anyi,Jaimes,Torres,CC,9521161311,juan.jaimes48@email.com,3021177758,"Avenida calle 21 # 5-15 Sur, 157231, Tuta, Boyacá",2007-10-03,3.68,3.70;4.17;3.68;3.45;3.51;3.56,3,6,20,12,92,0.05,Al día,True,Sí,2,3089000.0,1,Tiempo completo,33,Misma ciudad,Arrendada,19,Femenino,Ingeniería de Sistemas,Tumbes,Activo,0,2,False,4,5.0
EST-0296,Paulo,,Loaiza,,CC,1055441179,paulo.loaiza90@email.com,7133506,"Calle 159 # 99-78 Este, Apartamento 26, 979921, Papunahua, Vaupés",2001-07-12,3.93,3.97;3.96;3.86,1,3,20,16,95,-0.1,Al día,False,Sí,1,1636000.0,2,No trabaja,0,Ciudad cercana,Propia,19,Otro,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.1
EST-0297,Dario,Javier,Bonilla,Rincón,CC,7045503308,dario.bonilla24@email.com,308 582 53 10,"Carrera 18 # 12-5 Este, 256290, La Peña, Cundinamarca",1996-12-04,4.0,3.97;4.31;4.16;4.18;4.09;3.83;3.71;3.78,2,8,21,14,71,0.07,En mora,False,Sí,5,2241000.0,4,No trabaja,0,Misma ciudad,Propia,21,Masculino,Ingeniería de Sistemas,Tacna,Activo,0,0,False,1,4.3
EST-0298,Adrián,,Guerrero,,CC,3675156564,adrián.guerrero91@email.com,57 327 564 29 13,"Av. calle 7ª # 61-79, Bodega 283, 258700, Bojacá, Cundinamarca",2003-03-10,3.53,3.73;3.53;3.47;3.51;3.60;3.36,3,6,21,11,83,-0.24,Al día,False,No,3,568000.0,3,No trabaja,0,Misma ciudad,Familiar,21,Masculino,Ingeniería de Sistemas,Lima,Activo,1,0,False,2,4.5
EST-0299,Alonso,,López,,CC,8636053066,alonso.lópez85@email.com,(+57)3182726162,"Calle 5U # 5I-66 Este, 050179, Tarazá, Antioquia",2005-04-23,3.79,3.79;4.00;3.73;3.89;3.74;3.57,2,6,20,14,95,-0.17,Al día,False,No,4,1973000.0,2,No trabaja,0,Misma ciudad,Familiar,25,Femenino,Ingeniería de Sistemas,Jaén,Activo,0,0,False,2,3.9
EST-0300,Rosa,,Ballesteros,Rendón,CC,6877581953,rosa.ballesteros71@email.com,3002503920,"Cr. 79 # 53-5 Este, Apartamento 943, 052535, Turbo, Antioquia",2004-07-08,4.04,4.00;4.07,1,2,19,16,72,0.07,En mora,False,No,4,5523000.0,1,No trabaja,0,Ciudad cercana,Propia,26,Masculino,Ingeniería de Sistemas,Lima,Activo,2,2,False,2,4.0
EST-0301,Rubén,Alirio,Martínez,Zapata,CC,9277115125,rubén.martínez36@email.com,3106190077,"Av. Víctor Calderón Rojas # 31-1 Sur, Casa 2, 238964, San Pelayo, Córdoba",2002-05-19,4.54,4.82;4.83;4.58;4.27;4.19,0,5,17,16,76,-0.08,Al día,False,Sí,5,2123000.0,5,Tiempo completo,50,Ciudad lejana,Propia,21,Femenino,Ingeniería de Sistemas,Huánuco,Activo,0,1,False,3,4.3
EST-0302,Eugenio,Alejandro,Niño,Sánchez,CC,1001071919,eugenio.niño84@email.com,57 300 719 41 86,"Calle 28Z # 6-63 Este, 057109, Fredonia, Antioquia",2008-05-15,3.52,3.47;3.57,6,2,12,0,60,0.1,Pago parcial,True,No,3,1366000.0,4,Medio tiempo,21,Ciudad cercana,Arrendada,22,Masculino,Ingeniería de Sistemas,Bagua,Desertor,1,4,False,1,3.7
EST-0303,Jorge,Javier,Salas,Acosta,CC,5300846394,jorge.salas57@email.com,+57 302 613 82 16,"Cl. 7D Sur # 30-2, 471005, Zona Bananera, Magdalena",2003-04-18,4.25,4.44;4.42;4.06;4.35;4.00,1,5,19,18,90,-0.35,Al día,False,No,2,1942000.0,3,No trabaja,0,Ciudad cercana,Arrendada,25,Masculino,Ingeniería de Sistemas,Iquitos,Activo,0,0,False,0,5.0
EST-0304,Juan,,Fuentes,Mosquera,CC,8945017837,juan.fuentes41@email.com,573100450262,"Avenida Vichada # 66-2 Este, Oficina 3, 993387, Puerto Carreño",2005-05-23,3.61,3.54;3.83;3.67;3.77;3.54;3.29,3,6,18,10,79,-0.25,Al día,False,Sí,1,3735000.0,6,Medio tiempo,18,Misma ciudad,Propia,18,Masculino,Ingeniería de Sistemas,Lima,Activo,1,0,False,3,4.4
EST-0305,María,,Gómez,Rivas,CC,5129548409,maría.gómez63@email.com,5654890,"Calle 8ª # 1-5 Sur, Bodega 18, 259909, Pacho, Cundinamarca",1998-08-08,3.62,3.69;3.70;3.47,3,3,21,10,80,-0.23,Al día,False,Sí,4,1620000.0,3,Medio tiempo,25,Ciudad lejana,Familiar,20,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,True,4,4.2
EST-0306,Julieth,,Méndez,Gómez,CC,3397817500,julieth.méndez70@email.com,+57 318 807 12 13,"Dg. 113F Sur # 47-76, 706248, El Roble, Sucre",2004-01-25,3.12,3.17;3.08,4,2,19,9,83,-0.09,Al día,False,Sí,5,719000.0,3,No trabaja,0,Misma ciudad,Propia,23,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,4,4.4
EST-0307,Ivonne,Vilma,Cuesta,Cardona,CC,5386382332,ivonne.cuesta60@email.com,01 8009 800 361,"Carrera 182R # 9-4, 275533, San José del Palmar, Chocó",1994-08-22,2.76,2.76,8,1,9,0,57,0.0,Pago parcial,True,No,1,1734000.0,6,Tiempo completo,48,Ciudad lejana,Arrendada,21,Femenino,Ingeniería de Sistemas,Moquegua,Desertor,1,3,False,1,3.3
EST-0308,Leidy,,Rodríguez,,TI,3179391474,leidy.rodríguez78@email.com,+57 303 867 59 06,"Cl. 135 # 2-7, Apartamento 3, 057853, Olaya, Antioquia",2006-09-21,4.48,4.64;4.39;4.62;4.26;4.47,0,5,21,21,75,0.21,Al día,False,No,2,1317000.0,4,Medio tiempo,21,Misma ciudad,Propia,18,Femenino,Ingeniería de Sistemas,Ica,Activo,0,0,False,1,3.5
EST-0309,Alberto,Armando,Prieto,,CC,7196912923,alberto.prieto18@email.com,57 304 339 81 70,"Tr. 179 Este # 8-3, 528281, San Lorenzo, Nariño",2002-04-05,3.97,4.01;4.12;3.90;4.03;3.95;3.82,1,6,19,15,91,-0.13,Pago parcial,False,Sí,3,3119000.0,2,No trabaja,0,Misma ciudad,Propia,22,Masculino,Ingeniería de Sistemas,Huaraz,Activo,0,0,True,0,4.7
EST-0310,María,,Valencia,,CC,8233985459,maría.valencia29@email.com,+57 308 503 43 40,"Calle 65 # 3G-5, 706341, Santiago de Tolú, Sucre",2002-10-03,4.4,4.43;4.70;4.26;4.20,1,4,16,15,80,-0.06,Al día,False,No,4,1132000.0,3,No trabaja,0,Ciudad cercana,Arrendada,19,Femenino,Ingeniería de Sistemas,Piura,Activo,1,1,False,3,5.0
EST-0311,Carlos,,Torres,Gómez,CC,8626315166,carlos.torres81@email.com,+573231653946,"Calle 69 # 2-4 Este, Etapa 9 apartamento 68, 159856, Oicatá, Boyacá",2006-06-20,3.94,3.97;4.06;3.98;3.77,1,4,20,17,93,-0.21,Al día,False,No,4,2178000.0,3,No trabaja,0,Ciudad lejana,Propia,21,Masculino,Ingeniería de Sistemas,Arequipa,Activo,0,0,False,2,4.4
EST-0312,José,,Barrios,Rengifo,CC,7025386189,josé.barrios33@email.com,+573190608123,"Cr. 47P # 73-43 Este, Casa 52, 159647, Soracá, Boyacá",2003-06-14,3.93,3.93,2,1,18,12,91,0.0,Al día,False,Sí,4,2219000.0,4,No trabaja,0,Misma ciudad,Propia,22,Masculino,Ingeniería de Sistemas,Nazca,Activo,0,2,False,4,4.6
EST-0313,José,Ana,Perea,Vargas,CC,3732135858,josé.perea59@email.com,576022335359,"Carrera 31 # 24Z-5 Este, 050185, Vegachí, Antioquia",1999-09-07,3.57,3.76;3.75;3.69;3.37;3.54;3.56;3.46;3.41,3,8,18,9,69,-0.05,Al día,False,No,2,1584000.0,2,No trabaja,0,Ciudad lejana,Propia,16,Femenino,Ingeniería de Sistemas,Lima,Activo,0,3,False,1,4.3
EST-0314,Marcela,,Rodríguez,Arias,CC,7358587650,marcela.rodríguez53@email.com,(+57)3170872727,"Cr. 73K Bis # 87-3, Local 546, 815300, Arauquita, Arauca",2003-12-29,4.12,4.48;4.30;3.91;4.04;4.07;4.01;4.01,1,7,20,18,93,0.0,Al día,False,No,6,1272000.0,2,Medio tiempo,16,Misma ciudad,Propia,21,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.0
EST-0315,Cecilia,,Londoño,Flórez,CC,7631857782,cecilia.londoño4@email.com,01 8004 239 385,"Calle 93 # 3-5 Este, Apartamento 9, 159442, San Luis de Gaceno, Boyacá",2007-10-03,3.65,3.49;3.75;3.72;3.59;3.72,3,5,14,7,87,0.13,Al día,False,No,1,1135000.0,6,Tiempo completo,48,Misma ciudad,Arrendada,20,Masculino,Ingeniería de Sistemas,Abancay,Activo,0,1,False,1,3.8
EST-0316,Gloria,,Vanegas,Castro,CC,4629479827,gloria.vanegas68@email.com,573090625574,"Transversal 33 # 56F-56 Este, 275837, Bahía Solano, Chocó",2003-11-06,4.03,3.95;4.10,1,2,18,16,82,0.15,Pago parcial,False,No,5,2136000.0,2,No trabaja,0,Misma ciudad,Arrendada,21,Masculino,Ingeniería de Sistemas,Andahuaylas,Activo,1,1,False,5,4.7
EST-0317,Yolanda,Fernando,Castillo,,CC,1211759391,yolanda.castillo38@email.com,(+57) 300 993 68 34,"Carrera 74 # 7-2 Este, Etapa 3 apartamento 29, 251901, Villapinzón, Cundinamarca",2005-02-25,2.93,2.97;3.01;2.87;3.00;2.81,6,5,15,0,67,-0.19,Al día,False,No,4,1385000.0,3,Tiempo completo,30,Ciudad lejana,Arrendada,16,Femenino,Ingeniería de Sistemas,Puerto Maldonado,Desertor,2,2,True,0,3.7
